strategy_total_return,buy_hold_total_return,excess_total_return,strategy_sharpe,buy_hold_sharpe,strategy_max_dd,buy_hold_max_dd
-0.12996212388095396,0.27698322734703207,-0.40694535122798603,-1.9232196955427014,3.654185245174955,-0.15579133540176582,-0.0748515440550277
-0.18999405057401286,0.3972282284958859,-0.5872222790698988,-1.6269615956058583,2.9147002985227934,-0.21024684946557104,-0.083776589273869
-0.2025188967853785,0.22350907735827552,-0.426027974143654,-2.516863259273945,2.4057473008068526,-0.20696137963729966,-0.10052091570027033
-0.23135427707701328,0.5813106896801155,-0.8126649667571287,-2.0885064476010973,4.04744894346407,-0.26951774603473955,-0.05166385335203916
-0.25016015037786277,0.2093232623717154,-0.45948341274957816,-3.129053190250771,2.211707855773458,-0.25900644356061764,-0.08453553576993689
-0.17081903190422265,0.3002886182031661,-0.47110765010738875,-2.1041232016689415,3.1873438418900277,-0.18807801020740356,-0.08705202931142753
-0.0956694944215527,0.033573667268903096,-0.1292431616904558,-1.200840405936616,0.49118821425726256,-0.12370223047513806,-0.18906942713624786
-0.23448894232135553,0.29162794464282293,-0.5261168869641785,-2.368556779270832,2.4780292758846745,-0.25679526698549804,-0.08765723135976222
-0.30443103216181555,0.9611279765903709,-1.2655590087521864,-3.0087955915393403,6.252247591528424,-0.32000786643219503,-0.04826507666512714
-0.22712971299723983,0.2865981567031992,-0.513727869700439,-2.39492897398553,2.537971649551788,-0.2615646875696702,-0.16003112389087737
-0.17329779626300323,0.2189685294158381,-0.39226632567884134,-2.4118080341153556,2.680423021048893,-0.24021485468829762,-0.08077912284053368
-0.2627832058871026,0.6637999200859988,-0.9265831259731013,-2.724024495659436,4.984430269017054,-0.2752037023854573,-0.05983577393583406
-0.16679950687524503,0.04106472466931099,-0.20786423154455602,-1.982040680131992,0.5357562802866338,-0.20489884703160177,-0.10384797616379138
-0.25453175819876106,0.4914072697109648,-0.7459390279097259,-3.464771151080633,5.063509893686067,-0.2727168330473577,-0.07485154405502747
-0.10884610455209598,0.027412585743442408,-0.1362586902955384,-1.1994298380818522,0.3835485739598028,-0.16340954780664418,-0.14374039759949742
-0.12532486287718625,0.06379846440085912,-0.18912332727804537,-1.2722959562792064,0.7212680759328898,-0.15192312593297552,-0.1849054038206821
-0.1099775501457606,0.1600740450653806,-0.2700515952111412,-1.2442279711482664,1.7816436700354135,-0.1350755965100091,-0.10117200377935576
-0.30512381510124986,0.49236677004585605,-0.7974905851471059,-3.037871953654752,3.613381238261582,-0.3016076963628912,-0.06117624597232696
-0.07501411960262983,0.027766795194990257,-0.10278091479762008,-0.6809837109451362,0.36384249764826476,-0.15688364358727103,-0.08191062773477442
-0.19538133095513455,0.3846296702429206,-0.5800110011980552,-1.9347931427289453,3.1969374931740497,-0.22376394450218706,-0.05254939087238508
-0.2691534649466597,0.668989828067043,-0.9381432930137027,-3.3819599617797707,6.0189518521465954,-0.2725638665996216,-0.05254939087238486
-0.10820713538681481,0.22398224851588977,-0.3321893839027046,-1.2071398088283805,2.38139384691888,-0.1460551431805458,-0.12194903015070113
-0.23869839629557787,0.14197026733101614,-0.380668663626594,-2.538761098144199,1.3722795177517346,-0.2673371602678968,-0.15264484062109562
-0.17382407845140868,0.14986145471323664,-0.3236855331646453,-1.6509365511672531,1.385387462956486,-0.20967343860326937,-0.08422980361921406
-0.18169832330721047,0.2032145919457995,-0.38491291525300997,-1.9906005844671486,2.0161541767235263,-0.19774739691784682,-0.10703858436707381
-0.1487773657076401,0.34584380900623635,-0.49462117471387645,-1.49158283167539,3.0739977945772456,-0.19927890265437997,-0.10026058063271848
-0.1256718800607689,0.16766715720402492,-0.2933390372647938,-1.1218071442344242,1.5206685685864718,-0.18720128934500524,-0.10223995729016211
-0.3029996886391877,0.743362538608275,-1.0463622272474626,-2.9023296846935014,4.915600344117316,-0.3358437614555738,-0.04826507666512714
-0.160036852282323,0.23014720101475472,-0.3901840532970777,-1.8960483164277009,2.4603609129077486,-0.22220187905478794,-0.049932644561189066
-0.27188213464809163,0.27840316255820796,-0.5502852972062996,-3.2350896742892514,2.655318509919172,-0.29420560271691043,-0.07377582003315819
-0.17688480284538666,0.07293622670188427,-0.24982102954727092,-1.4567359542593896,0.6819802332465336,-0.21555439061842807,-0.1583065966129148
-0.18206123580049582,0.4164567864253961,-0.5985180222258919,-1.6192696382178615,3.1526465293616703,-0.2342409808567011,-0.09234337790309133
-0.20464788333124406,0.5607715459682696,-0.7654194292995137,-1.7372050553271519,3.807297370484325,-0.23045561630612288,-0.13373076358064928
-0.26692021764162244,0.20371212069446876,-0.4706323383360912,-3.054593822948129,1.9669242558665088,-0.2754581684910944,-0.07966237355755901
-0.33312040765915674,0.550788065864082,-0.8839084735232388,-3.2815484747060775,3.8228084976005072,-0.33925663201350886,-0.10065083435889532
-0.16018612558013912,0.3855973513072575,-0.5457834768873966,-2.209947776763891,4.4783612356240186,-0.17918407004161963,-0.04919344519801583
-0.28132051268672453,0.5099789343291492,-0.7912994470158737,-3.539159883118727,4.736736166993268,-0.2944028146668678,-0.037090702111732266
-0.23842547719843443,0.2914056232907345,-0.5298311004891689,-3.5085230935443508,3.465300331776522,-0.22674643657315763,-0.10289635261657426
-0.25199261436998843,0.17599377523058068,-0.4279863896005691,-2.4524055906943083,1.5286252604151682,-0.2398912150885667,-0.1263049288594693
-0.17550180394383208,0.17672077383067553,-0.3522225777745076,-2.0307076632353165,1.8735212620897175,-0.19019756986893377,-0.09348199791569378
-0.29465135462389025,0.34804735374788653,-0.6426987083717768,-4.551472926600576,4.038415375023824,-0.29245547212702105,-0.06247014001528384
